0,1.79477E-07
0.152587891,1.79477E-07
0.305175781,1.79477E-07
0.457763672,1.79477E-07
0.610351563,1.79477E-07
0.762939453,1.79477E-07
0.915527344,1.79477E-07
1.068115234,1.79477E-07
1.220703125,1.79477E-07
1.373291016,1.79477E-07
1.525878906,1.79477E-07
1.678466797,1.79477E-07
1.831054688,1.79477E-07
1.983642578,1.79477E-07
2.136230469,1.79477E-07
2.288818359,1.79477E-07
2.44140625,1.79478E-07
2.593994141,1.79478E-07
2.746582031,1.79478E-07
2.899169922,1.79478E-07
3.051757813,1.79478E-07
3.204345703,1.79478E-07
3.356933594,1.79478E-07
3.509521484,1.79478E-07
3.662109375,1.79478E-07
3.814697266,1.79478E-07
3.967285156,1.79478E-07
4.119873047,1.79478E-07
4.272460938,1.79478E-07
4.425048828,1.79478E-07
4.577636719,1.79478E-07
4.730224609,1.79478E-07
4.8828125,1.79478E-07
5.035400391,1.79479E-07
5.187988281,1.79479E-07
5.340576172,1.79479E-07
5.493164063,1.79479E-07
5.645751953,1.79479E-07
5.798339844,1.79479E-07
5.950927734,1.79479E-07
6.103515625,1.79479E-07
6.256103516,1.79479E-07
6.408691406,1.79479E-07
6.561279297,1.79479E-07
6.713867188,1.7948E-07
6.866455078,1.7948E-07
7.019042969,1.7948E-07
7.171630859,1.7948E-07
7.32421875,1.7948E-07
7.476806641,1.7948E-07
7.629394531,1.7948E-07
7.781982422,1.7948E-07
7.934570313,1.79481E-07
8.087158203,1.79481E-07
8.239746094,1.79481E-07
8.392333984,1.79481E-07
8.544921875,1.79481E-07
8.697509766,1.79481E-07
8.850097656,1.79481E-07
9.002685547,1.79482E-07
9.155273438,1.79482E-07
9.307861328,1.79482E-07
9.460449219,1.79482E-07
9.613037109,1.79482E-07
9.765625,1.79482E-07
9.918212891,1.79482E-07
10.07080078,1.79483E-07
10.22338867,1.79483E-07
10.37597656,1.79483E-07
10.52856445,1.79483E-07
10.68115234,1.79483E-07
10.83374023,1.79483E-07
10.98632813,1.79484E-07
11.13891602,1.79484E-07
11.29150391,1.79484E-07
11.4440918,1.79484E-07
11.59667969,1.79484E-07
11.74926758,1.79485E-07
11.90185547,1.79485E-07
12.05444336,1.79485E-07
12.20703125,1.79485E-07
12.35961914,1.79485E-07
12.51220703,1.79486E-07
12.66479492,1.79486E-07
12.81738281,1.79486E-07
12.9699707,1.79486E-07
13.12255859,1.79486E-07
13.27514648,1.79487E-07
13.42773438,1.79487E-07
13.58032227,1.79487E-07
13.73291016,1.79487E-07
13.88549805,1.79487E-07
14.03808594,1.79488E-07
14.19067383,1.79488E-07
14.34326172,1.79488E-07
14.49584961,1.79488E-07
14.6484375,1.79489E-07
14.80102539,1.79489E-07
14.95361328,1.79489E-07
15.10620117,1.79489E-07
15.25878906,1.7949E-07
15.41137695,1.7949E-07
15.56396484,1.7949E-07
15.71655273,1.7949E-07
15.86914063,1.79491E-07
16.02172852,1.79491E-07
16.17431641,1.79491E-07
16.3269043,1.79491E-07
16.47949219,1.79492E-07
16.63208008,1.79492E-07
16.78466797,1.79492E-07
16.93725586,1.79492E-07
17.08984375,1.79493E-07
17.24243164,1.79493E-07
17.39501953,1.79493E-07
17.54760742,1.79494E-07
17.70019531,1.79494E-07
17.8527832,1.79494E-07
18.00537109,1.79494E-07
18.15795898,1.79495E-07
18.31054688,1.79495E-07
18.46313477,1.79495E-07
18.61572266,1.79496E-07
18.76831055,1.79496E-07
18.92089844,1.79496E-07
