time,disp
0.60575,-0.551019053
0.6058,0.149740176
0.60585,0.58455854
0.6059,-0.098563931
0.60595,0.117084609
0.606,0.882934444
0.60605,0.740815893
0.6061,0.003702907
0.60615,-0.762894012
0.6062,-0.273399073
0.60625,0.691837102
0.6063,0.430980697
0.60635,-0.048634605
0.6064,-0.646953733
0.60645,-1.013116692
0.6065,-0.535010365
0.60655,0.228475557
0.6066,1.683030092
0.60665,1.071528155
0.6067,-0.180223323
0.60675,0.394844667
0.6068,-0.223317503
0.60685,-0.703832758
0.6069,-0.029110532
0.60695,-0.620868427
0.607,-1.246016726
0.60705,-0.44649411
0.6071,-1.115919969
0.60715,-0.94147347
0.6072,1.006184017
0.60725,0.846200939
0.6073,0.774853742
0.60735,0.271914924
0.6074,-0.551348063
0.60745,0.037236748
0.6075,0.2739705
0.60755,-0.170534007
0.6076,-1.00228038
0.60765,-0.71233423
0.6077,-1.524654044
0.60775,-1.153283931
0.6078,1.518550952
0.60785,1.605362075
0.6079,2.061357745
0.60795,1.02710928
0.608,-0.952553268
0.60805,-1.099806706
0.6081,0.522818348
0.60815,1.747022096
0.6082,-1.001647139
0.60825,-1.282024955
0.6083,-1.786796244
0.60835,-2.13320543
0.6084,0.906297466
0.60845,1.190197402
0.6085,1.312214426
0.60855,0.994400852
0.6086,0.358983772
0.60865,1.073110488
0.6087,0.185650239
0.60875,-0.56009889
0.6088,-1.260576077
0.60885,-1.913451082
0.6089,-1.053966969
0.60895,-0.281742632
0.609,0.226748116
0.60905,0.949130064
0.6091,2.019499349
0.60915,1.275412097
0.6092,-0.704325852
0.60925,-0.654599224
0.6093,-0.637261112
0.60935,-1.045101615
0.6094,0.209335091
0.60945,0.673609688
0.6095,-0.446138283
0.60955,-0.339586821
0.6096,-0.441660719
0.60965,-0.079182275
0.6097,0.62634659
0.60975,-0.077525606
0.6098,1.075722415
0.60985,1.309625743
0.6099,0.608826703
0.60995,1.343969561
0.61,0.661044328
0.61005,-0.564809049
0.6101,-2.145054881
0.61015,-2.864403222
0.6102,-2.408825662
0.61025,-0.65775021
0.6103,2.175938524
0.61035,2.915658734
0.6104,3.256610725
0.61045,1.816326049
0.6105,-1.32435768
0.61055,-2.318361412
0.6106,-1.218530652
0.61065,-0.349430557
0.6107,-0.758346247
0.61075,0.162617887
0.6108,0.008890497
0.61085,-0.344496147
0.6109,0.698708406
0.61095,0.101341548
0.611,-0.105943696
0.61105,0.084757479
0.6111,0.57070306
0.61115,1.11471326
0.6112,1.188437802
0.61125,0.642225536
0.6113,-0.974696379
0.61135,-1.545530932
0.6114,-1.350522261
0.61145,-0.767141958
0.6115,0.027316509
0.61155,1.308779381
0.6116,1.933860048
0.61165,0.85882299
0.6117,-0.048526138
0.61175,-0.903743196
0.6118,-1.336702086
0.61185,-1.347618708
0.6119,-0.554590025
0.61195,0.589731326
0.612,0.236862656
0.61205,-0.092657764
0.6121,-0.17388684
0.61215,-0.509082401
0.6122,0.097259982
0.61225,-0.063854947
0.6123,-1.050632444
0.61235,-0.300802309
0.6124,0.847093909
0.61245,0.994931305
0.6125,0.026723042
0.61255,-0.694435785
0.6126,-1.094251164
0.61265,-1.341743526
0.6127,-0.155039322
0.61275,0.7044767
0.6128,1.693958284
0.61285,1.763224951
0.6129,0.694564743
0.61295,-0.659137915
0.613,-0.409472924
0.61305,0.664026561
0.6131,-0.970549404
0.61315,0.414234469
0.6132,0.14235838
0.61325,-2.194304739
0.6133,-0.626024769
0.61335,-0.467847516
0.6134,1.493409546
0.61345,2.637003793
0.6135,0.166175464
0.61355,0.115122596
0.6136,0.112479654
0.61365,0.176298985
0.6137,0.580130316
0.61375,-0.158251985
0.6138,-1.244310835
0.61385,-2.10410964
0.6139,-0.404278092
0.61395,0.791970326
0.614,1.211522155
0.61405,2.001338491
0.6141,0.507428959
0.61415,-0.680093812
0.6142,-0.757939525
0.61425,-0.657161724
0.6143,-0.007359018
0.61435,0.593959689
0.6144,-0.314537439
0.61445,-0.485447121
0.6145,0.04894067
0.61455,-0.959026919
0.6146,0.406931189
0.61465,1.238812831
0.6147,0.427071533
0.61475,0.558726026
0.6148,-0.257043607
0.61485,-0.126906477
0.6149,0.283397394
0.61495,0.136610542
0.615,-0.242172694
0.61505,-0.731433406
0.6151,-0.537126227
0.61515,-0.654889297
0.6152,0.115637528
0.61525,1.065082691
0.6153,0.879129037
0.61535,0.214852141
0.6154,-0.174909655
0.61545,0.040072733
0.6155,-0.603473595
0.61555,-1.125773633
0.6156,0.011692113
0.61565,0.584759154
0.6157,0.216281333
0.61575,0.558758595
0.6158,-0.116842383
0.61585,-0.92991122
0.6159,-0.881120491
0.61595,-0.86950247
0.616,0.233293396
0.61605,0.676208662
0.6161,0.850336391
0.61615,0.997086065
0.6162,-0.070831035
0.61625,-1.026570683
0.6163,-1.810319454
0.61635,-1.108386441
0.6164,0.032529206
0.61645,0.372526686
0.6165,1.331864566
0.61655,1.630579848
0.6166,0.723463966
0.61665,-0.198706358
0.6167,-1.193778003
0.61675,-1.645075527
0.6168,-0.092031406
0.61685,0.960716506
0.6169,0.326033827
0.61695,0.098710698
0.617,-0.227580967
0.61705,-0.816100501
0.6171,-0.455101635
0.61715,0.27858089
0.6172,0.457804346
0.61725,0.737620192
0.6173,0.894401711
0.61735,0.630034665
0.6174,0.435195478
0.61745,0.174603536
0.6175,-0.706867527
0.61755,-0.900400598
0.6176,-0.377034299
0.61765,-0.251798707
0.6177,0.559198954
0.61775,0.668609432
0.6178,0.371431001
0.61785,0.634944035
0.6179,0.009162426
0.61795,-1.071756428
0.618,-1.09465023
0.61805,0.021040346
0.6181,0.09937004
0.61815,0.144383095
0.6182,0.238803511
0.61825,-0.834462628
0.6183,-0.191224522
0.61835,0.171374257
0.6184,-0.473204186
0.61845,0.170425716
0.6185,0.018830243
0.61855,0.229813356
0.6186,0.900418521
0.61865,0.310331455
0.6187,-0.479604008
0.61875,-1.040305885
0.6188,-1.012528782
0.61885,-0.778269603
0.6189,0.042807085
0.61895,0.961232761
0.619,0.9330135
0.61905,1.14315104
0.6191,0.554639747
0.61915,-0.536119098
0.6192,-0.538759202
0.61925,-0.415008279
0.6193,-0.39799638
0.61935,0.289452527
0.6194,0.375208006
0.61945,-0.644421026
0.6195,-0.209082666
0.61955,0.224737091
0.6196,-0.20838499
0.61965,-0.239609045
0.6197,-0.12659055
0.61975,0.156042106
0.6198,0.195142714
0.61985,0.516815198
0.6199,0.178920791
0.61995,-0.19053946
0.62,-0.441552381
0.62005,-1.227467638
0.6201,-0.280350911
0.62015,0.803402165
0.6202,1.070183591
0.62025,1.633398222
0.6203,1.51510486
0.62035,0.058147391
0.6204,-1.093374933
0.62045,-0.263316592
0.6205,-0.534361919
0.62055,-1.235185163
0.6206,-0.02252069
0.62065,-0.225649078
0.6207,-0.223322888
0.62075,0.653849326
0.6208,0.564749518
0.62085,1.364853393
0.6209,0.554357042
0.62095,-0.479468039
0.621,0.016840352
0.62105,-0.261089922
0.6211,0.089161738
0.62115,0.17153256
0.6212,-0.124404472
0.62125,-1.579361902
0.6213,-1.46010027
0.62135,0.56226064
0.6214,0.565441153
0.62145,2.05881855
0.6215,1.404508376
0.62155,-1.148797473
0.6216,-0.591577941
0.62165,-0.310591566
0.6217,-0.315297862
0.62175,0.401330252
0.6218,-0.154263057
0.62185,-0.853970085
0.6219,0.066711208
0.62195,-0.203120348
0.622,0.044977242
0.62205,1.0943819
0.6221,0.564854805
0.62215,0.860737105
0.6222,0.462607609
0.62225,0.038943646
0.6223,0.249360465
0.62235,-0.000365539
0.6224,-0.191933428
0.62245,-1.237362122
0.6225,-1.269573795
0.62255,-0.792531728
0.6226,-0.003415159
0.62265,1.519936165
0.6227,1.508707037
0.62275,0.922509228
0.6228,-0.031080057
0.62285,-0.788343445
0.6229,-0.531121125
0.62295,-0.650326411
0.623,-0.359015237
0.62305,0.130364941
0.6231,0.047939553
0.62315,-0.88940097
0.6232,-0.924008996
0.62325,0.82126782
0.6233,0.571172532
0.62335,0.083665091
0.6234,0.3640414
0.62345,0.2356128
0.6235,0.516929963
0.62355,0.473309204
0.6236,0.353896876
0.62365,-1.11337093
0.6237,-2.115645782
0.62375,-1.564907106
0.6238,-0.988131082
0.62385,0.204684311
0.6239,1.008820189
0.62395,1.56059822
0.624,1.288847531
0.62405,-0.383165805
0.6241,-1.043492776
0.62415,-1.134275042
0.6242,-1.07865161
0.62425,0.878958762
0.6243,0.708807913
0.62435,-0.882571795
0.6244,0.106969334
0.62445,-0.406220667
0.6245,-0.490274506
0.62455,0.412079416
0.6246,-0.246630204
0.62465,0.449988398
0.6247,0.944174984
0.62475,0.670623593
0.6248,0.348983897
0.62485,0.035822532
0.6249,-0.501309693
0.62495,-1.366889878
0.625,-0.707262508
0.62505,-0.324972945
0.6251,0.169821907
0.62515,0.986500654
0.6252,1.154015817
0.62525,1.208872164
0.6253,0.398160165
0.62535,-0.439177193
0.6254,-1.273975373
0.62545,-0.365021315
0.6255,0.706380435
0.62555,-0.256014672
0.6256,0.121436657
0.62565,-0.00382191
0.6257,0.029434246
0.62575,1.200083333
0.6258,-0.130758541
0.62585,-0.702944398
0.6259,0.182672898
0.62595,-0.104586552
0.626,0.502791187
0.62605,1.349510179
0.6261,0.707524925
0.62615,-0.72448022
0.6262,-1.419040422
0.62625,-1.174150337
0.6263,-0.287838073
0.62635,2.06522902
0.6264,2.037565062
0.62645,0.440397161
0.6265,0.825516926
0.62655,0.207012281
0.6266,-0.897708415
0.62665,-0.689631373
0.6267,-1.049627066
0.62675,-1.266621477
0.6268,0.01795453
0.62685,-1.345869363
0.6269,-0.758244085
0.62695,2.861370087
0.627,1.614901924
0.62705,0.452574536
0.6271,-0.413256831
0.62715,-1.905429737
0.6272,-0.558071634
0.62725,0.438803379
0.6273,0.20269307
0.62735,-0.489137085
0.6274,-0.80280078
0.62745,-1.562615387
0.6275,-1.473331886
0.62755,0.831126474
0.6276,1.225943661
0.62765,0.580296204
0.6277,0.642007121
0.62775,-0.805764444
0.6278,-1.482122036
0.62785,0.835803969
0.6279,0.092830839
0.62795,-1.688758787
0.628,0.615920845
0.62805,-0.86918311
0.6281,-2.012531284
0.62815,0.751423162
0.6282,0.661675124
0.62825,2.384307694
0.6283,2.583018419
0.62835,-0.771294444
0.6284,-0.629812726
0.62845,-0.214501329
0.6285,0.323086447
0.62855,0.381085194
0.6286,-0.091895532
0.62865,-0.7507678
0.6287,-1.744111733
0.62875,1.060504083
0.6288,1.269468105
0.62885,1.303562659
0.6289,1.645581595
0.62895,-0.968001121
0.629,-0.823304724
0.62905,0.087156467
0.6291,0.744504802
0.62915,-0.288526035
0.6292,-0.310879455
0.62925,-0.549365749
0.6293,-2.11342829
0.62935,-1.24863107
0.6294,-0.318479063
0.62945,0.928908531
0.6295,1.736142462
0.62955,0.935896624
0.6296,0.613445145
0.62965,-0.629522744
0.6297,-7.414581201
0.62975,-4.497362806
0.6298,6.143868191
0.62985,4.990254701
0.6299,2.341676429
0.62995,0.717987042
0.63,-0.758451105
0.63005,0.550386644
0.6301,0.156204567
0.63015,-0.185595501
0.6302,-1.112160684
0.63025,-1.960702042
0.6303,-2.092291987
0.63035,-0.683797667
0.6304,1.60916204
0.63045,1.342835827
0.6305,0.582614131
0.63055,-0.563253838
0.6306,-1.346187932
0.63065,-0.973481236
0.6307,-0.542805569
0.63075,0.534370689
0.6308,0.976879612
0.63085,1.42996314
0.6309,1.67084033
0.63095,0.920083731
0.631,-0.090565434
0.63105,-0.929584157
0.6311,-0.814730431
0.63115,-1.046531603
0.6312,-0.713441926
0.63125,0.946262354
0.6313,1.525553635
0.63135,1.381921598
0.6314,0.871528791
0.63145,-0.007155405
0.6315,-0.697842947
0.63155,-1.230565426
0.6316,-0.78643033
0.63165,0.42179456
0.6317,0.701613979
0.63175,-0.646450161
0.6318,-0.709042769
0.63185,-0.382404621
0.6319,-1.052282475
0.63195,-0.101152206
0.632,-0.060552403
0.63205,-0.22102075
0.6321,1.141874829
0.63215,1.133265383
0.6322,0.655722547
0.63225,0.329085984
0.6323,-0.938301257
0.63235,-2.506219623
0.6324,-2.571664311
0.63245,-1.019137732
0.6325,0.970750966
0.63255,2.247387723
0.6326,1.983062006
0.63265,1.493447985
0.6327,-0.029638106
0.63275,-1.550473425
0.6328,-2.178617266
0.63285,-1.796947598
0.6329,0.927117342
0.63295,0.850075981
0.633,0.57972795
0.63305,1.352046251
0.6331,-0.750834876
0.63315,-0.154778382
0.6332,0.336139838
0.63325,-1.115372099
0.6333,-0.651205687
0.63335,0.000136802
0.6334,1.377454908
0.63345,2.255750487
0.6335,1.092158223
0.63355,-1.170283124
0.6336,-2.533169817
0.63365,-1.787277103
0.6337,-0.974652006
0.63375,1.237198212
0.6338,2.761235766
0.63385,1.26834317
0.6339,0.621775573
0.63395,-0.045029837
0.634,-1.075989821
0.63405,-0.88800939
0.6341,-0.729036506
0.63415,-1.166837731
0.6342,0.006559302
0.63425,0.078057463
0.6343,-1.1678087
0.63435,2.031077028
0.6344,2.445022592
0.63445,-0.101263312
0.6345,0.319397977
0.63455,-0.990235936
0.6346,-1.135953457
0.63465,1.594534549
0.6347,1.587615559
0.63475,-0.356006759
0.6348,-0.443890398
0.63485,-2.079838484
0.6349,-3.683275468
0.63495,0.509746676
0.635,2.625383984
0.63505,1.15613882
0.6351,1.253033192
0.63515,0.417296331
0.6352,-0.758721962
0.63525,-0.576631909
0.6353,-0.0290498
0.63535,-1.422635941
0.6354,-0.465484769
0.63545,0.263350375
0.6355,-3.132053916
0.63555,-0.000405228
0.6356,3.06993838
0.63565,1.433487746
0.6357,1.197308885
0.63575,0.007565232
0.6358,-0.096609829
0.63585,0.055909142
0.6359,-0.237259281
0.63595,0.015714546
0.636,-0.30008066
0.63605,-0.576550342
0.6361,-0.311347765
0.63615,-0.094044248
0.6362,0.458324873
0.63625,1.144017058
0.6363,0.689601859
0.63635,0.482196001
0.6364,-0.182460407
0.63645,-0.772975157
0.6365,-0.578611084
0.63655,-0.319887315
0.6366,-0.111206458
0.63665,0.087019116
0.6367,0.424001853
0.63675,-0.072807519
0.6368,-0.510879168
0.63685,-0.90650646
0.6369,-0.645202458
0.63695,-0.049784407
0.637,0.090354143
0.63705,0.455992938
0.6371,0.305781491
0.63715,0.301932067
0.6372,0.024465976
0.63725,-1.254183413
0.6373,-1.204446698
0.63735,-0.190014128
0.6374,-0.473347334
0.63745,0.627119902
0.6375,1.484717159
0.63755,0.748131685
0.6376,0.75012083
0.63765,-0.874287037
0.6377,-2.14753563
0.63775,-1.023684705
0.6378,1.188215156
0.63785,0.641959851
0.6379,-0.650935762
0.63795,0.141311647
0.638,-1.663792685
0.63805,-0.901364815
0.6381,0.399926119
0.63815,0.377105957
0.6382,2.434617368
0.63825,0.734131173
0.6383,0.340506544
0.63835,1.690461532
0.6384,0.380103399
0.63845,-0.793840587
0.6385,-1.830365576
0.63855,-1.840189577
0.6386,-1.675807933
0.63865,0.168771447
0.6387,2.259407933
0.63875,2.323634842
0.6388,2.825163132
0.63885,0.832093639
0.6389,-0.899877993
0.63895,-0.921017021
0.639,-1.592225042
0.63905,-0.281170924
0.6391,0.675742598
0.63915,0.399289517
0.6392,-0.034104284
0.63925,-0.233350999
0.6393,0.294489088
0.63935,0.229367705
0.6394,0.228314042
0.63945,0.102237646
0.6395,-0.198046995
0.63955,0.15468826
0.6396,0.44346943
0.63965,0.28143991
0.6397,-0.282910302
0.63975,-1.295905329
0.6398,-1.456140457
0.63985,-0.604282848
0.6399,-0.08070664
0.63995,0.449672503
0.64,0.915839073
0.64005,0.959435742
0.6401,-0.017714553
0.64015,-0.783333733
0.6402,-0.50935271
0.64025,-1.121530213
0.6403,-0.556773289
0.64035,0.671418189
0.6404,0.383037467
0.64045,0.462558076
0.6405,-0.015916863
0.64055,-0.177788834
0.6406,0.677005446
0.64065,0.152785529
0.6407,-0.113850096
0.64075,-0.009063373
0.6408,-0.118754945
0.64085,0.697678956
0.6409,0.479336505
0.64095,-0.456426938
0.641,-0.579011382
0.64105,-0.769054026
0.6411,-0.698999936
0.64115,0.250002445
0.6412,1.132286558
0.64125,1.295177894
0.6413,0.887436496
0.64135,-0.167163291
0.6414,-0.859768052
0.64145,-1.079442929
0.6415,-1.291710272
0.64155,-0.432161651
0.6416,0.573718316
0.64165,0.444563711
0.6417,-0.040527884
0.64175,-0.240590886
0.6418,-0.258769712
0.64185,-0.186896891
0.6419,0.174340812
0.64195,0.096053597
0.642,0.083515037
0.64205,0.827178745
0.6421,0.970185006
0.64215,0.216614951
0.6422,-1.341691573
0.64225,-1.611250393
0.6423,-0.877610708
0.64235,-0.653063938
0.6424,1.183363002
0.64245,2.301497065
0.6425,1.804688923
0.64255,0.807188129
0.6426,-0.409984033
0.64265,-1.271562133
0.6427,-1.368523315
0.64275,-0.266816209
0.6428,-0.307776526
0.64285,0.13494448
0.6429,-0.54675384
0.64295,-1.202285551
0.643,1.056983111
0.64305,0.913200521
0.6431,0.487135345
0.64315,0.394342678
0.6432,-0.168361921
0.64325,0.1685948
0.6433,-0.287873705
0.64335,-0.171788259
0.6434,-0.213792156
0.64345,-1.043536078
0.6435,-1.112879723
0.64355,0.016594462
0.6436,0.52954841
0.64365,0.356708524
0.6437,1.503392786
0.64375,1.045257524
0.6438,-0.839779786
0.64385,-1.153592621
0.6439,-1.041616172
0.64395,-0.974239056
0.644,0.530077368
0.64405,0.967412303
0.6441,-0.41277189
0.64415,-0.255654458
0.6442,-1.061558067
0.64425,-0.528482598
0.6443,1.761941549
0.64435,1.202172183
0.6444,1.121685819
0.64445,0.759352034
0.6445,-0.131863271
0.64455,0.155687795
0.6446,0.048742051
0.64465,-0.872846655
0.6447,-1.025292048
0.64475,0.038882034
0.6448,-1.658559259
0.64485,-0.705261629
0.6449,2.969214586
0.64495,1.733389543
0.645,0.93379913
0.64505,0.395324672
0.6451,-1.549836714
0.64515,-1.53061086
0.6452,-0.43110493
0.64525,0.412008754
0.6453,-0.020625372
0.64535,-0.118352369
0.6454,-0.602182592
0.64545,-0.963417173
0.6455,0.085111425
0.64555,0.024033444
0.6456,0.200748745
0.64565,0.722214322
0.6457,0.764346523
0.64575,0.902910544
0.6458,0.345045333
0.64585,-0.279106748
0.6459,-0.709372438
0.64595,-1.335974461
0.646,-1.316507364
0.64605,-0.117654707
0.6461,0.583052178
0.64615,0.709724535
0.6462,1.284332635
0.64625,0.732866804
0.6463,-0.374280021
0.64635,-0.959479326
0.6464,-0.990951732
0.64645,-0.180199282
0.6465,0.547748792
0.64655,1.164988084
0.6466,0.190035884
0.64665,-1.004034431
0.6467,-0.359845767
0.64675,-0.414178604
0.6468,-0.01674044
0.64685,0.173847985
0.6469,-0.396080223
0.64695,0.681804705
0.647,1.584052517
0.64705,1.121096177
0.6471,-0.211776099
0.64715,-1.775848813
0.6472,-2.961838218
0.64725,-1.217784132
0.6473,1.919074759
0.64735,2.077138535
0.6474,1.642885694
0.64745,1.153554483
0.6475,0.163326738
0.64755,-0.662358452
0.6476,-0.917842749
0.64765,-0.980029444
0.6477,-0.930957908
0.64775,0.39048885
0.6478,-0.647265447
0.64785,-1.08910399
0.6479,0.582433406
0.64795,0.272909652
0.648,0.856082581
0.64805,0.869335731
0.6481,-0.099684019
0.64815,-0.054576877
0.6482,-0.451595763
0.64825,-0.165072614
0.6483,0.125594324
0.64835,-0.200809778
0.6484,-0.40459944
0.64845,-1.001518762
0.6485,-0.611207689
0.64855,0.557271689
0.6486,1.15903325
0.64865,1.314042018
0.6487,0.338049017
0.64875,-0.168886905
0.6488,0.363952913
0.64885,0.181025013
0.6489,0.371094063
0.64895,0.24938979
0.649,-0.634903448
0.64905,-0.230325957
0.6491,-0.567266225
0.64915,-0.889675822
0.6492,1.311554505
0.64925,1.974811425
0.6493,0.534043348
0.64935,-0.207151819
0.6494,-0.470850183
0.64945,-0.230567682
0.6495,-0.313864609
0.64955,-0.499190591
0.6496,-0.337018536
0.64965,-1.095525227
0.6497,-1.3306428
0.64975,-0.550487356
0.6498,0.807363181
0.64985,1.924800125
0.6499,1.158065154
0.64995,0.11832418
0.65,-0.454184852
0.65005,-0.981220175
0.6501,-0.106725911
0.65015,0.649802022
0.6502,-0.732921796
0.65025,-0.597497654
0.6503,-0.728942085
0.65035,-1.833567472
0.6504,0.150451013
0.65045,0.987907231
0.6505,1.212275248
0.65055,1.247604866
0.6506,-0.364486385
0.65065,-0.309922979
0.6507,-0.057274439
0.65075,-0.047823974
0.6508,-0.243308569
0.65085,-0.910426062
0.6509,-1.198866318
0.65095,-1.050380521
0.651,0.165804705
0.65105,1.215368141
0.6511,1.893968546
0.65115,1.123514017
0.6512,-0.823020286
0.65125,-1.341712948
0.6513,-1.413174699
0.65135,-0.83181899
0.6514,-0.506704288
0.65145,0.748732045
0.6515,0.735196062
0.65155,0.185601044
0.6516,0.376936348
0.65165,-1.787735116
0.6517,0.470421254
0.65175,-1.009184816
0.6518,1.306300479
0.65185,0.834926375
0.6519,1.156141435
0.65195,2.718109177
0.652,-2.067351879
0.65205,5.064452192
0.6521,-11.92089565
0.65215,17.71803523
0.6522,42.39626602
0.65225,-30.57315498
0.6523,-37.50868374
0.65235,2.222252203
0.6524,-15.0194958
0.65245,15.84705296
0.6525,51.97310102
0.65255,-20.25206907
0.6526,-37.00099722
0.65265,-0.644812244
0.6527,-6.10785477
0.65275,4.350502076
0.6528,5.409162284
0.65285,6.200607995
0.6529,9.094998559
0.65295,4.403089891
0.653,2.808910284
0.65305,-1.085685306
0.6531,-1.045158531
0.65315,-0.547892923
0.6532,-0.361796619
0.65325,-1.543014195
0.6533,-1.924722885
0.65335,-2.112232259
0.6534,-2.086973397
0.65345,-0.726434703
0.6535,0.69965361
0.65355,1.16289614
0.6536,0.547106402
0.65365,0.756503805
0.6537,-0.343585321
0.65375,-1.293226278
0.6538,-0.698251789
0.65385,-0.296165998
0.6539,-0.087757898
0.65395,0.567185555
0.654,0.650211534
0.65405,-0.810876227
0.6541,-0.377110256
0.65415,0.396193434
0.6542,0.047259405
0.65425,0.664551734
0.6543,-0.106852624
0.65435,-0.048910647
0.6544,1.742281599
0.65445,1.361550907
0.6545,-0.158828819
0.65455,-1.012504371
0.6546,-1.34623019
0.65465,-1.35287199
0.6547,0.207803136
0.65475,1.549136938
0.6548,0.954834554
0.65485,1.177046857
0.6549,0.754001985
0.65495,-0.819752499
0.655,-0.469879122
0.65505,0.193591821
0.6551,-0.851991467
0.65515,0.48815943
0.6552,0.801210737
0.65525,-2.169941491
0.6553,-0.732176409
0.65535,0.971120274
0.6554,2.371377977
0.65545,3.495997909
0.6555,0.172659259
0.65555,-0.969960981
0.6556,-0.306537536
0.65565,-0.030063522
0.6557,0.057306204
0.65575,-0.166171786
0.6558,-0.917673835
0.65585,-3.430889932
0.6559,-1.575856206
0.65595,1.476485072
0.656,1.526836927
0.65605,1.914427302
0.6561,0.322124869
0.65615,-1.226383712
0.6562,-1.083766266
0.65625,-1.001352752
0.6563,-1.293411052
0.65635,-1.204411661
0.6564,-0.236076243
0.65645,0.479332402
0.6565,0.315454286
0.65655,-0.694531485
0.6566,-0.803743669
0.65665,-0.42099314
0.6567,0.4395546
0.65675,1.097341628
0.6568,0.591760232
0.65685,0.748521095
0.6569,0.584180303
0.65695,-0.103459832
0.657,-0.944397352
0.65705,-1.495063834
0.6571,-0.587430354
0.65715,-0.007111781
0.6572,0.291547706
0.65725,1.515978903
0.6573,1.904558125
0.65735,0.751150207
0.6574,-0.641342942
0.65745,-1.95891284
0.6575,-1.799163046
0.65755,0.089260778
0.6576,0.336664331
0.65765,0.014680047
0.6577,0.540313899
0.65775,-0.260123794
0.6578,-1.017774797
0.65785,-0.591560907
0.6579,-0.02709658
0.65795,0.845600533
0.658,1.415229053
0.65805,1.566492071
0.6581,1.368963991
0.65815,0.669705541
0.6582,-0.544307794
0.65825,-1.603169227
0.6583,-1.072968647
0.65835,-1.406784905
0.6584,-0.726018228
0.65845,1.369803794
0.6585,1.766406884
0.65855,2.173383876
0.6586,1.029281886
0.65865,-0.607019004
0.6587,-1.362111657
0.65875,-1.134777581
0.6588,0.490915537
0.65885,0.655314602
0.6589,0.142617422
0.65895,-0.306238465
0.659,-0.747212861
0.65905,-0.44443142
0.6591,-0.236457941
0.65915,-0.088874172
0.6592,-0.069195285
0.65925,0.527909693
0.6593,2.458581565
0.65935,2.860611974
0.6594,1.020146453
0.65945,-0.595448635
0.6595,-1.737966308
0.65955,-2.194965451
0.6596,-1.300062147
0.65965,0.039417051
0.6597,0.760085028
0.65975,1.388212834
0.6598,1.13204824
0.65985,-0.22014795
0.6599,-0.581035596
0.65995,-1.348524269
0.66,-1.630258285
0.66005,-0.628698597
0.6601,-0.305044901
0.66015,0.701818728
0.6602,0.32171726
0.66025,-0.435086705
0.6603,0.054106581
0.66035,-0.900922814
0.6604,-1.061231708
0.66045,-0.750628454
0.6605,-0.638404172
0.66055,0.525897431
0.6606,1.409187245
0.66065,1.356605416
0.6607,0.410046009
0.66075,-0.639075747
0.6608,-1.147604986
0.66085,-0.70321817
0.6609,0.011056045
0.66095,0.732587988
